fecha,ipc_anual,ir_real_anual,estado_ir,desocupacion,Trimestre,fecha_central_ene,fecha_final_ene,imacec_original,imacec_sa,imacec_promedio_3m,imacec_promedio_anual,imacec_sa_anual,imacec_acumulado_anual,imacec_sa_mensual,imacec_inicio_promedio,imacec_fin_promedio,mes,ir_magnitud,ir_signo,alineacion_ene,pandemia,ipc_acumulado_diciembre,distancia_meta_ipc_pp,distancia_referencia_nairu_pp
2025-06-01,4.1,3.26269063235456,R,8.698979281642547,May - Jul,2025-06-01,2025-07-01,108.4,112.6,110.23333333333335,2.9576587795765885,2.925045703839113,3.3226152197213255,-1.573426573426584,2025-05-01,2025-07-01,2025-06,3.26269063235456,Aumento,central,False,,1.0999999999999996,0.4489792816425471
2025-07-01,4.3,1.99019183372526,R,8.561128724746938,Jun - Ago,2025-07-01,2025-08-01,108.6,114.2,109.06666666666666,1.7096673919800853,2.146690518783556,3.0789473684210478,1.4209591474245276,2025-06-01,2025-08-01,2025-07,1.99019183372526,Aumento,central,False,,1.2999999999999998,0.3111287247469381
2025-08-01,4.0,2.02207820426905,R,8.52894926881148,Jul - Sep,2025-08-01,2025-09-01,110.2,113.1,109.53333333333335,1.7022593624264948,1.1627906976744207,2.7244510863317695,-0.9632224168126147,2025-07-01,2025-09-01,2025-08,2.02207820426905,Aumento,central,False,,1.0,0.2789492688114805
2025-09-01,4.4,1.4028401544949,R,8.447661942887247,Ago - Oct,2025-09-01,2025-10-01,109.8,113.9,111.66666666666667,1.8546670720583913,2.705139765554554,2.786314279860669,0.7073386383731339,2025-08-01,2025-10-01,2025-09,1.4028401544949,Aumento,central,False,,1.4000000000000004,0.19766194288724748
2025-10-01,3.4,2.41676930757391,R,8.424343508644544,Sep - Nov,2025-10-01,2025-11-01,115.0,114.4,114.40000000000002,2.2036926742108554,2.6008968609865457,2.70915602902011,0.4389815627743543,2025-09-01,2025-11-01,2025-10,2.41676930757391,Aumento,central,False,,0.3999999999999999,0.17434350864454373
2025-11-01,3.4,2.47566401743189,R,8.049513652087008,Oct - Dic,2025-11-01,2025-12-01,118.4,113.7,120.86666666666667,1.5401848221786807,1.3368983957219305,2.579414448038486,-0.6118881118881148,2025-10-01,2025-12-01,2025-11,2.47566401743189,Aumento,central,False,,0.3999999999999999,-0.20048634791299236
2025-12-01,3.5,2.52201064220934,R,8.284909637287434,Nov - Ene,2025-12-01,2026-01-01,129.2,113.9,119.60000000000001,0.6169377453729696,0.6183745583038913,2.452561314032864,0.17590149516271136,2025-11-01,2026-01-01,2025-12,2.52201064220934,Aumento,central,False,3.5,0.5,0.034909637287434236
2026-01-01,2.8,2.07710789905211,R,8.330128389445452,Dic - Feb,2026-01-01,2026-02-01,111.2,113.5,114.93333333333334,0.11614401858304202,-0.08802816901407606,-0.89126559714795,-0.351185250219499,2025-12-01,2026-02-01,2026-01,2.07710789905211,Aumento,central,False,,-0.20000000000000018,0.08012838944545209
2026-02-01,2.4,2.56567951538802,R,8.930241108725188,Ene - Mar,2026-02-01,2026-03-01,104.4,113.4,112.0,-0.3263126668644367,0.6211180124223725,-0.5535055350553431,-0.08810572687224516,2026-01-01,2026-03-01,2026-02,2.56567951538802,Aumento,central,False,,-0.6000000000000001,0.6802411087251876
2026-03-01,2.8,2.26126489096798,R,9.108728899994968,Feb - Abr,2026-03-01,2026-04-01,120.4,113.9,113.06666666666668,-0.38179148311305866,0.5295675198587979,-0.3263126668644367,0.44091710758378255,2026-02-01,2026-04-01,2026-03,2.26126489096798,Aumento,central,False,,-0.20000000000000018,0.8587288999949685
2026-04-01,4.0,1.63900805213708,R,9.43782135358754,Mar - May,2026-04-01,2026-05-01,114.4,113.7,115.63333333333333,-0.7723112128146581,-0.8718395815169977,-0.5080627347028854,-0.17559262510974394,2026-03-01,2026-05-01,2026-04,1.63900805213708,Aumento,central,False,,1.0,1.1878213535875393
2026-05-01,3.9,3.28587518788173,R,9.440584798173507,Abr - Jun,2026-05-01,2026-06-01,112.1,113.1,112.36666666666667,-0.17767249037606847,-1.1363636363636465,-0.6885593220338992,-0.5277044854881341,2026-04-01,2026-06-01,2026-05,3.28587518788173,Aumento,central,False,,0.8999999999999999,1.1905847981735072
2026-06-01,4.3,3.26818917751044,R,9.529266545008824,May - Jul,2026-06-01,2026-07-01,110.6,113.8,109.89999999999999,-0.3023888720895318,1.0657193605683846,-0.25192649673976275,0.6189213085764811,2026-05-01,2026-07-01,2026-06,3.26818917751044,Aumento,central,False,,1.2999999999999998,1.2792665450088236
